Node,Username,Start Time,Duration,Service,Active,Auth,Real Ip,Vpn Ip,Proto,Port,Bytes Total,Error
openvpn-server,Carolyn.W,2022.03.30 09:53:06 EDT,32248,VPN,0,1,172.19.123.70,10.128.20.146,UDP,1194,3738123664,
openvpn-server,Christopher.B,2022.03.30 10:26:01 EDT,6254,VPN,0,1,172.26.180.196,10.128.20.202,UDP,1194,479075162,
openvpn-server,Frances.P,2022.03.30 11:01:56 EDT,20300,VPN,0,1,172.31.69.224,10.128.20.21,UDP,1194,3042097100,
openvpn-server,Maria.B,2022.03.30 11:13:01 EDT,27525,VPN,0,1,172.20.27.150,10.128.20.140,UDP,1194,4772587275,
openvpn-server,Roy.V,2022.03.30 11:25:43 EDT,1552,VPN,0,1,172.25.151.87,10.128.20.55,UDP,1194,87782672,
openvpn-server,Diane.M,2022.03.30 12:05:09 EDT,5707,VPN,0,1,172.21.139.121,10.128.20.190,UDP,1194,578929494,
openvpn-server,Dennis.X,2022.03.30 12:37:05 EDT,,VPN,0,0,172.25.84.227,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Roy.V,2022.03.30 12:47:31 EDT,13161,VPN,0,1,172.20.26.9,10.128.20.80,UDP,1194,3192898083,
openvpn-server,Mason.B,2022.03.30 13:12:11 EDT,,VPN,0,0,172.29.45.216,,UDP,1194,,user not found
openvpn-server,Jeffrey.U,2022.03.30 13:24:23 EDT,5057,VPN,0,1,172.23.80.15,10.128.20.86,UDP,1194,380812328,
openvpn-server,Patrick.K,2022.03.30 13:48:44 EDT,,VPN,0,0,172.18.247.150,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Keith.E,2022.03.30 14:11:39 EDT,12844,VPN,0,1,172.27.2.175,10.128.20.139,UDP,1194,2955417244,
openvpn-server,Nancy.E,2022.03.30 14:33:25 EDT,,VPN,0,0,172.23.237.36,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Joyce.Y,2022.03.30 15:05:26 EDT,6937,VPN,0,1,172.29.218.230,10.128.20.114,UDP,1194,1379568127,
openvpn-server,Emma.I,2022.03.30 15:40:38 EDT,2704,VPN,0,1,172.24.68.57,10.128.20.240,UDP,1194,368998656,
openvpn-server,Walter.M,2022.03.30 16:01:30 EDT,2778,VPN,0,1,172.19.234.187,10.128.20.122,UDP,1194,532962078,
openvpn-server,Noah.A,2022.03.30 16:28:10 EDT,802,VPN,0,1,172.31.24.3,10.128.20.175,UDP,1194,205845330,
openvpn-server,Nancy.E,2022.03.30 16:58:00 EDT,3905,VPN,0,1,172.23.188.66,10.128.20.227,UDP,1194,642192870,
openvpn-server,Joseph.B,2022.03.30 17:26:55 EDT,4292,VPN,0,1,172.23.82.66,10.128.20.211,UDP,1194,709034108,
openvpn-server,Kelly.N,2022.03.30 17:57:31 EDT,,VPN,0,0,172.21.109.45,,UDP,1194,,user not found
openvpn-server,Christopher.B,2022.03.30 18:25:02 EDT,2326,VPN,0,1,172.31.70.86,10.128.20.218,UDP,1194,446645498,
openvpn-server,Joyce.Y,2022.03.30 18:58:37 EDT,3708,VPN,0,1,172.16.104.98,10.128.20.147,UDP,1194,989149788,
openvpn-server,Carolyn.W,2022.03.31 07:10:23 EDT,,VPN,0,0,172.26.12.37,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Amy.G,2022.03.31 07:25:09 EDT,4135,VPN,0,1,172.22.100.231,10.128.20.103,UDP,1194,1118025435,
openvpn-server,Noah.A,2022.03.31 07:51:53 EDT,32752,VPN,0,1,172.31.159.146,10.128.20.141,UDP,1194,7778763760,
openvpn-server,Michelle.T,2022.03.31 08:20:40 EDT,25769,VPN,0,1,172.25.86.52,10.128.20.171,UDP,1194,2151505348,
openvpn-server,Vincent.W,2022.03.31 08:53:15 EDT,15811,VPN,0,1,172.22.105.57,10.128.20.154,UDP,1194,304804458,
openvpn-server,Rebecca.L,2022.03.31 10:01:29 EDT,19809,VPN,0,1,172.16.44.103,10.128.20.194,UDP,1194,554255820,
openvpn-server,Christopher.B,2022.03.31 10:25:56 EDT,19362,VPN,0,1,172.24.180.48,10.128.20.245,UDP,1194,2680901244,
openvpn-server,Patrick.K,2022.03.31 10:47:50 EDT,9284,VPN,0,1,172.23.43.150,10.128.20.44,UDP,1194,1337759412,
openvpn-server,Olivia.I,2022.03.31 11:16:52 EDT,25104,VPN,0,1,172.20.95.193,10.128.20.242,UDP,1194,2188566720,
openvpn-server,Rebecca.L,2022.03.31 11:33:20 EDT,20797,VPN,0,1,172.27.87.17,10.128.20.18,UDP,1194,3111002433,
openvpn-server,Ryan.D,2022.03.31 11:59:27 EDT,8273,VPN,0,1,172.23.57.22,10.128.20.102,UDP,1194,989607987,
openvpn-server,Dennis.X,2022.03.31 12:29:13 EDT,7913,VPN,0,1,172.23.78.167,10.128.20.241,UDP,1194,1388043069,
openvpn-server,Amy.G,2022.03.31 13:08:32 EDT,9885,VPN,0,1,172.17.185.140,10.128.20.7,UDP,1194,2374811940,
openvpn-server,Joyce.Y,2022.03.31 13:38:21 EDT,16553,VPN,0,1,172.16.252.101,10.128.20.178,UDP,1194,1705389378,
openvpn-server,Joseph.B,2022.03.31 14:01:02 EDT,2586,VPN,0,1,172.26.136.254,10.128.20.38,UDP,1194,332699244,
openvpn-server,Keith.E,2022.03.31 14:21:14 EDT,6551,VPN,0,1,172.18.90.240,10.128.20.13,UDP,1194,1363878894,
openvpn-server,Patrick.K,2022.03.31 14:31:15 EDT,10800,VPN,0,1,172.31.185.236,10.128.20.167,UDP,1194,1914980400,
openvpn-server,Frances.P,2022.03.31 14:47:33 EDT,9607,VPN,0,1,172.17.246.234,10.128.20.132,UDP,1194,125601918,
openvpn-server,Walter.M,2022.03.31 15:24:22 EDT,1264,VPN,0,1,172.25.194.193,10.128.20.229,UDP,1194,247366064,
openvpn-server,Roy.V,2022.03.31 15:51:35 EDT,2294,VPN,0,1,172.29.83.39,10.128.20.220,UDP,1194,284219718,
openvpn-server,Zachary.W,2022.03.31 16:26:21 EDT,4091,VPN,0,1,172.17.62.201,10.128.20.197,UDP,1194,472616866,
openvpn-server,Joseph.B,2022.03.31 16:48:04 EDT,7096,VPN,0,1,172.28.0.16,10.128.20.177,UDP,1194,997725984,
openvpn-server,Nancy.E,2022.03.31 17:25:46 EDT,4651,VPN,0,1,172.30.104.106,10.128.20.160,UDP,1194,505028835,
openvpn-server,Dennis.X,2022.03.31 17:37:40 EDT,4697,VPN,0,1,172.31.247.8,10.128.20.167,UDP,1194,110027225,
openvpn-server,Vincent.W,2022.03.31 18:01:31 EDT,6366,VPN,0,1,172.21.29.237,10.128.20.77,UDP,1194,1366283652,
openvpn-server,Amy.G,2022.03.31 18:38:42 EDT,2486,VPN,0,1,172.22.132.19,10.128.20.101,UDP,1194,431470160,
openvpn-server,Joyce.Y,2022.03.31 18:52:31 EDT,6888,VPN,0,1,172.16.52.15,10.128.20.122,UDP,1194,770085288,
openvpn-server,Joseph.B,2022.04.01 07:08:12 EDT,22340,VPN,0,1,172.31.186.70,10.128.20.216,UDP,1194,3766010180,
openvpn-server,Olivia.I,2022.04.01 07:29:05 EDT,26717,VPN,0,1,172.28.102.140,10.128.20.24,UDP,1194,1426474064,
openvpn-server,Diane.M,2022.04.01 07:50:36 EDT,7388,VPN,0,1,172.25.42.86,10.128.20.177,UDP,1194,68420268,
openvpn-server,Michelle.T,2022.04.01 08:17:16 EDT,10566,VPN,0,1,172.16.48.181,10.128.20.77,UDP,1194,1776767994,
openvpn-server,Amy.G,2022.04.01 08:27:17 EDT,14333,VPN,0,1,172.20.26.133,10.128.20.117,UDP,1194,1677448322,
openvpn-server,Frances.P,2022.04.01 08:44:18 EDT,15975,VPN,0,1,172.30.12.137,10.128.20.217,UDP,1194,3765227625,
openvpn-server,Russell.I,2022.04.01 08:58:04 EDT,1786,VPN,0,1,172.28.16.176,10.128.20.151,UDP,1194,411285438,
openvpn-server,Nancy.E,2022.04.01 09:15:45 EDT,7059,VPN,0,1,172.31.36.245,10.128.20.102,UDP,1194,1755142701,
openvpn-server,Brandon.L,2022.04.01 09:48:32 EDT,11622,VPN,0,1,172.30.214.214,10.128.20.203,UDP,1194,1277118336,
openvpn-server,Zachary.W,2022.04.01 10:04:10 EDT,,VPN,0,0,172.20.235.51,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Emma.I,2022.04.01 10:35:15 EDT,11748,VPN,0,1,172.31.138.43,10.128.20.91,UDP,1194,2888551248,
openvpn-server,Jeffrey.U,2022.04.01 11:09:11 EDT,25715,VPN,0,1,172.19.53.6,10.128.20.125,UDP,1194,3053219095,
openvpn-server,Ryan.D,2022.04.01 11:45:33 EDT,25909,VPN,0,1,172.19.17.170,10.128.20.236,UDP,1194,1329131700,
openvpn-server,Noah.A,2022.04.01 12:22:03 EDT,12829,VPN,0,1,172.28.68.232,10.128.20.184,UDP,1194,3224966849,
openvpn-server,Zachary.W,2022.04.01 12:32:14 EDT,,VPN,0,0,172.21.232.221,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Dennis.X,2022.04.01 12:46:14 EDT,9204,VPN,0,1,172.31.174.200,10.128.20.74,UDP,1194,1706578068,
openvpn-server,Russell.I,2022.04.01 13:11:42 EDT,18566,VPN,0,1,172.30.2.186,10.128.20.196,UDP,1194,3968798122,
openvpn-server,Amy.G,2022.04.01 13:46:36 EDT,13356,VPN,0,1,172.18.106.151,10.128.20.116,UDP,1194,824385744,
openvpn-server,Frances.P,2022.04.01 14:10:11 EDT,6064,VPN,0,1,172.20.179.184,10.128.20.128,UDP,1194,1183359280,
openvpn-server,Diane.M,2022.04.01 14:26:06 EDT,5963,VPN,0,1,172.25.30.169,10.128.20.5,UDP,1194,675929902,
openvpn-server,Patrick.K,2022.04.01 15:00:33 EDT,9769,VPN,0,1,172.22.120.105,10.128.20.111,UDP,1194,2668910338,
openvpn-server,Olivia.I,2022.04.01 15:39:33 EDT,4707,VPN,0,1,172.17.91.8,10.128.20.17,UDP,1194,1274203728,
openvpn-server,Christopher.B,2022.04.01 16:01:01 EDT,1897,VPN,0,1,172.24.57.87,10.128.20.19,UDP,1194,275592366,
openvpn-server,Arthur.U,2022.04.01 16:21:12 EDT,,VPN,0,0,172.25.187.201,,UDP,1194,,user not found
openvpn-server,Zachary.W,2022.04.01 16:45:43 EDT,933,VPN,0,1,172.29.177.126,10.128.20.114,UDP,1194,36307695,
openvpn-server,Maria.B,2022.04.01 17:11:19 EDT,4183,VPN,0,1,172.17.154.112,10.128.20.14,UDP,1194,652041857,
openvpn-server,Charles.O,2022.04.01 17:27:03 EDT,5867,VPN,0,1,172.28.67.5,10.128.20.12,UDP,1194,971874417,
openvpn-server,Keith.E,2022.04.01 17:49:11 EDT,,VPN,0,0,172.20.73.145,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Diane.M,2022.04.01 18:05:48 EDT,4961,VPN,0,1,172.20.101.247,10.128.20.82,UDP,1194,818733674,
openvpn-server,Joyce.Y,2022.04.01 18:18:22 EDT,6115,VPN,0,1,172.24.233.35,10.128.20.116,UDP,1194,1120769430,
openvpn-server,Noah.A,2022.04.01 18:28:40 EDT,2324,VPN,0,1,172.26.59.178,10.128.20.4,UDP,1194,123753000,
openvpn-server,Dennis.X,2022.04.01 18:47:14 EDT,1047,VPN,0,1,172.23.237.146,10.128.20.7,UDP,1194,132030888,
openvpn-server,Keith.E,2022.04.02 07:26:38 EDT,37556,VPN,0,1,172.17.69.106,10.128.20.204,UDP,1194,3656264380,
openvpn-server,Charles.O,2022.04.02 08:04:50 EDT,35009,VPN,0,1,172.24.235.213,10.128.20.245,UDP,1194,7687941391,
openvpn-server,Zachary.W,2022.04.02 08:39:06 EDT,4175,VPN,0,1,172.25.254.217,10.128.20.228,UDP,1194,506665475,
openvpn-server,Ryan.D,2022.04.02 09:02:04 EDT,3304,VPN,0,1,172.25.74.107,10.128.20.210,UDP,1194,744566312,
openvpn-server,Russell.I,2022.04.02 09:15:20 EDT,8279,VPN,0,1,172.30.133.253,10.128.20.16,UDP,1194,1439511125,
openvpn-server,Christopher.B,2022.04.02 09:30:36 EDT,30259,VPN,0,1,172.17.224.13,10.128.20.182,UDP,1194,7513339959,
openvpn-server,Maria.B,2022.04.02 09:50:42 EDT,6179,VPN,0,1,172.16.48.167,10.128.20.2,UDP,1194,102701159,
openvpn-server,Walter.M,2022.04.02 10:15:26 EDT,4806,VPN,0,1,172.23.23.62,10.128.20.17,UDP,1194,78904908,
openvpn-server,Olivia.I,2022.04.02 10:55:15 EDT,16049,VPN,0,1,172.16.76.212,10.128.20.162,UDP,1194,518206161,
openvpn-server,Frances.P,2022.04.02 11:19:21 EDT,23313,VPN,0,1,172.26.26.20,10.128.20.244,UDP,1194,5121143397,
openvpn-server,Joseph.B,2022.04.02 11:39:56 EDT,5422,VPN,0,1,172.17.112.15,10.128.20.237,UDP,1194,955904022,
openvpn-server,Ryan.D,2022.04.02 11:55:54 EDT,1794,VPN,0,1,172.27.139.75,10.128.20.102,UDP,1194,314437968,
openvpn-server,Vincent.W,2022.04.02 12:35:37 EDT,19963,VPN,0,1,172.16.247.219,10.128.20.228,UDP,1194,5216791049,
openvpn-server,Nancy.E,2022.04.02 12:57:13 EDT,2242,VPN,0,1,172.19.39.232,10.128.20.102,UDP,1194,109458924,
openvpn-server,Michelle.T,2022.04.02 13:11:01 EDT,14277,VPN,0,1,172.16.198.32,10.128.20.219,UDP,1194,2797249779,
openvpn-server,Roy.V,2022.04.02 13:30:46 EDT,7526,VPN,0,1,172.21.49.23,10.128.20.125,UDP,1194,1829751224,
openvpn-server,Diane.M,2022.04.02 13:57:58 EDT,3953,VPN,0,1,172.25.121.211,10.128.20.195,UDP,1194,696253749,
openvpn-server,Emma.I,2022.04.02 14:23:59 EDT,6825,VPN,0,1,172.21.236.154,10.128.20.167,UDP,1194,453521250,
openvpn-server,Russell.I,2022.04.02 14:58:00 EDT,6301,VPN,0,1,172.26.139.224,10.128.20.4,UDP,1194,812350124,
openvpn-server,Amy.G,2022.04.02 15:21:07 EDT,843,VPN,0,1,172.21.215.19,10.128.20.28,UDP,1194,97863027,
openvpn-server,Joseph.B,2022.04.02 15:33:43 EDT,,VPN,0,0,172.18.83.112,,UDP,1194,,LDAP invalid credentials on ldap://10.128.30.20: LDAPInvalidCredentialsResult - 49 - invalidCredentials - None - None - bindResponse - None (facility='initialize [10.128.30.20]'
openvpn-server,Dennis.X,2022.04.02 16:09:26 EDT,10149,VPN,0,1,172.21.24.105,10.128.20.254,UDP,1194,1716601860,
openvpn-server,Maria.B,2022.04.02 16:24:59 EDT,3749,VPN,0,1,172.20.0.5,10.128.20.203,UDP,1194,231433268,
openvpn-server,Zachary.W,2022.04.02 16:55:50 EDT,5181,VPN,0,1,172.28.18.23,10.128.20.213,UDP,1194,222508407,
openvpn-server,Adam.D,2022.04.02 17:32:45 EDT,,VPN,0,0,172.22.131.223,,UDP,1194,,user not found
openvpn-server,Russell.I,2022.04.02 17:54:07 EDT,7210,VPN,0,1,172.30.63.107,10.128.20.237,UDP,1194,1778476280,
openvpn-server,Charles.O,2022.04.02 18:22:47 EDT,4320,VPN,0,1,172.19.65.28,10.128.20.212,UDP,1194,743338080,
